meta,agent,attempt,baseline,expression,parameters,tree_nodes,train_rho_error,train_velocity_error,train_data_error,validation_rho_error,validation_velocity_error,validation_data_error,validation_fitness,feasible,optimizer_success,optimizer_evaluations,seed,fit_runtime_seconds,peak_rss_mb,source
meta_3,agent_1,attempt_1,Greenshields,"exp(a*conv_1(rho,ones))",[-4.693158197597512],6,7.507726192474365,6.794644355773926,7.151185035705566,10.017973899841309,7.653662204742432,8.83581829071045,8.89581829071045,True,False,90,7110,20.844553953000286,1013.37890625,meta_3/agent_1/attempt_1/results.json
meta_3,agent_1,attempt_1,IDM,"exp(a*conv_1(rho,ones))",[-23.939754112137685],6,7.14762020111084,7.529871940612793,7.338746070861816,6.9052252769470215,8.493685722351074,7.699455261230469,7.759455261230468,True,True,89,7111,230.30220423300034,3163.0234375,meta_3/agent_1/attempt_1/results.json
meta_3,agent_1,attempt_1,Weidmann,"exp(a*conv_1(rho,ones))",[0.0009458826666385165],6,8.326836585998535,6.138566493988037,7.232701301574707,5.7962846755981445,7.163875102996826,6.480079650878906,6.540079650878906,True,True,76,7112,13.723830700999315,1244.8671875,meta_3/agent_1/attempt_1/results.json
meta_3,agent_1,attempt_1,Triangular,"exp(a*conv_1(rho,ones))",[-15.190704429051259],6,7.7659101486206055,10.349447250366211,9.05767822265625,6.501987934112549,8.974313735961914,7.738150596618652,7.798150596618652,True,False,90,7113,20.518022842999926,1562.34765625,meta_3/agent_1/attempt_1/results.json
meta_3,agent_1,attempt_1,Del Castillo,"exp(a*conv_1(rho,ones))",[-6.349669456608548],6,7.248189449310303,6.744154453277588,6.996171951293945,6.0384368896484375,7.399782657623291,6.719109535217285,6.779109535217285,True,True,82,7114,22.176294218000294,1885.59375,meta_3/agent_1/attempt_1/results.json
meta_3,agent_1,attempt_2,Greenshields,"exp(a*conv_3(rho,ones))",[-1.662726641432352],6,7.4792704582214355,6.78203821182251,7.130654335021973,9.851597785949707,7.6430344581604,8.747316360473633,8.807316360473633,True,False,90,7120,26.93287670099926,2182.015625,meta_3/agent_1/attempt_2/results.json
meta_3,agent_1,attempt_2,IDM,"exp(a*conv_3(rho,ones))",[-8.669891235755035],6,7.1247029304504395,7.355361461639404,7.240032196044922,6.774051666259766,8.576087951660156,7.675069808959961,7.7350698089599605,True,False,90,7121,250.5872730989995,3231.70703125,meta_3/agent_1/attempt_2/results.json
meta_3,agent_1,attempt_2,Weidmann,"exp(a*conv_3(rho,ones))",[-0.00037578454755665376],6,8.326882362365723,6.138577461242676,7.232729911804199,5.796239852905273,7.164295673370361,6.480267524719238,6.540267524719238,True,True,75,7122,18.88727397799994,2394.1484375,meta_3/agent_1/attempt_2/results.json
meta_3,agent_1,attempt_2,Triangular,"exp(a*conv_3(rho,ones))",[-5.089466614656042],6,7.7379350662231445,10.34467601776123,9.041305541992188,6.439287185668945,8.99133586883545,7.715311527252197,7.775311527252197,True,True,87,7123,26.757514140999774,2702.4140625,meta_3/agent_1/attempt_2/results.json
meta_3,agent_1,attempt_2,Del Castillo,"exp(a*conv_3(rho,ones))",[-2.4900146567264123],6,7.206776142120361,6.73579216003418,6.971283912658691,6.015737533569336,7.849090576171875,6.9324140548706055,6.992414054870605,True,True,85,7124,27.297678326000096,3002.515625,meta_3/agent_1/attempt_2/results.json
meta_3,agent_1,attempt_3,Greenshields,"exp(a*conv_1(rho,ones)+b*conv_3(rho,ones))","[-4.7103098531684555, -0.15681474748542332]",12,7.489500522613525,6.810892581939697,7.150196552276611,9.856059074401855,7.667631149291992,8.761844635009766,8.881844635009765,True,False,90,7130,20.173294141999577,3191.73828125,meta_3/agent_1/attempt_3/results.json
meta_3,agent_1,attempt_3,IDM,"exp(a*conv_1(rho,ones)+b*conv_3(rho,ones))","[-23.969349133509503, -0.734675494383437]",12,7.189479827880859,7.478495121002197,7.333987236022949,6.919095993041992,8.726272583007812,7.822684288024902,7.9426842880249025,True,False,90,7131,272.2791642230004,3287.20703125,meta_3/agent_1/attempt_3/results.json
meta_3,agent_1,attempt_3,Weidmann,"exp(a*conv_1(rho,ones)+b*conv_3(rho,ones))","[58.55936854964703, -19.519494718967422]",12,8.169318199157715,5.813400745391846,6.991359710693359,5.391589641571045,7.111098766326904,6.251344203948975,6.371344203948975,True,False,90,7132,27.706930080999882,3474.56640625,meta_3/agent_1/attempt_3/results.json
meta_3,agent_1,attempt_3,Triangular,"exp(a*conv_1(rho,ones)+b*conv_3(rho,ones))","[436.6349402307199, -149.13209974488893]",12,7.1588215827941895,9.612005233764648,8.38541316986084,5.4467926025390625,7.688803195953369,6.567797660827637,6.687797660827637,True,False,90,7133,27.247167282999726,3755.12109375,meta_3/agent_1/attempt_3/results.json
meta_3,agent_1,attempt_3,Del Castillo,"exp(a*conv_1(rho,ones)+b*conv_3(rho,ones))","[-6.346689870972786, -0.4440752208470672]",12,7.222665309906006,6.76514196395874,6.993903636932373,6.039652347564697,7.846522331237793,6.943087577819824,7.063087577819824,True,False,90,7134,37.23886106400005,4132.4296875,meta_3/agent_1/attempt_3/results.json
meta_3,agent_2,attempt_1,Greenshields,exp(a*St_oneD1(St_oneP0(rho))),[-0.05953862220065664],6,7.5073466300964355,6.795024394989014,7.151185512542725,10.014572143554688,7.653971195220947,8.834271430969238,8.894271430969239,True,False,90,8110,21.02713614300046,986.28515625,meta_3/agent_2/attempt_1/results.json
meta_3,agent_2,attempt_1,IDM,exp(a*St_oneD1(St_oneP0(rho))),[-0.30347522154712264],6,7.148362636566162,7.529132843017578,7.338747978210449,6.905677795410156,8.497430801391602,7.701554298400879,7.7615542984008785,True,False,72,8111,180.76508484500027,3190.52734375,meta_3/agent_2/attempt_1/results.json
meta_3,agent_2,attempt_1,Weidmann,exp(a*St_oneD1(St_oneP0(rho))),[-0.00013055207945957947],6,8.327095985412598,6.138668060302734,7.232882022857666,5.796083450317383,7.1661787033081055,6.481131076812744,6.541131076812744,True,True,63,8112,11.84639476800021,3303.39453125,meta_3/agent_2/attempt_1/results.json
meta_3,agent_2,attempt_1,Triangular,exp(a*St_oneD1(St_oneP0(rho))),[-0.1919797126007509],6,7.7660064697265625,10.349417686462402,9.05771255493164,6.501460552215576,8.969657897949219,7.735559463500977,7.795559463500976,True,False,75,8113,15.504886828000053,3484.90234375,meta_3/agent_2/attempt_1/results.json
meta_3,agent_2,attempt_1,Del Castillo,exp(a*St_oneD1(St_oneP0(rho))),[-0.08033418288532507],6,7.2482500076293945,6.744096755981445,6.99617338180542,6.038464069366455,7.3987908363342285,6.718627452850342,6.778627452850341,True,False,75,8114,19.641633379000268,3708.40234375,meta_3/agent_2/attempt_1/results.json
meta_3,agent_2,attempt_2,Greenshields,exp(a*St_oneD1(SquareD1(St_oneP0(rho)))),[-14.60026636563815],7,7.428665637969971,6.7928924560546875,7.11077880859375,9.033914566040039,7.586671829223633,8.310293197631836,8.380293197631836,True,False,90,8120,20.19368240299991,3927.77734375,meta_3/agent_2/attempt_2/results.json
meta_3,agent_2,attempt_2,IDM,exp(a*St_oneD1(SquareD1(St_oneP0(rho)))),[-37.11162586373098],7,7.052132606506348,8.49917984008789,7.775656223297119,6.8319172859191895,7.641998767852783,7.236958026885986,7.306958026885987,True,False,90,8121,249.60962695199942,3955.515625,meta_3/agent_2/attempt_2/results.json
meta_3,agent_2,attempt_2,Weidmann,exp(a*St_oneD1(SquareD1(St_oneP0(rho)))),[0.07123095298325319],7,8.326214790344238,6.1379218101501465,7.232068061828613,5.796899795532227,7.156355857849121,6.476627826690674,6.546627826690674,True,True,80,8122,17.16861327300012,3955.515625,meta_3/agent_2/attempt_2/results.json
meta_3,agent_2,attempt_2,Triangular,exp(a*St_oneD1(SquareD1(St_oneP0(rho)))),[-2.086540995895483],7,7.850097179412842,10.595211029052734,9.222654342651367,6.418391704559326,6.487387657165527,6.452889442443848,6.522889442443848,True,True,75,8123,17.60299412400036,3955.515625,meta_3/agent_2/attempt_2/results.json
meta_3,agent_2,attempt_2,Del Castillo,exp(a*St_oneD1(SquareD1(St_oneP0(rho)))),[-16.947165845593673],7,7.172241687774658,6.755861282348633,6.964051246643066,6.096465110778809,8.194214820861816,7.1453399658203125,7.215339965820313,True,False,90,8124,27.626237997000317,3980.61328125,meta_3/agent_2/attempt_2/results.json
meta_3,agent_2,attempt_3,Greenshields,exp(a*St_oneD1(St_oneP0(rho)) + b*St_oneD1(SquareD1(St_oneP0(rho)))),"[-0.059580521433863595, -3.543462131640437]",13,7.455503463745117,6.838492393493652,7.146997928619385,9.451165199279785,7.683293342590332,8.567229270935059,8.69722927093506,True,False,90,8130,25.48150719900059,4173.36328125,meta_3/agent_2/attempt_3/results.json
meta_3,agent_2,attempt_3,IDM,exp(a*St_oneD1(St_oneP0(rho)) + b*St_oneD1(SquareD1(St_oneP0(rho)))),"[-0.303880357700985, 13.715927706626726]",13,7.0191264152526855,7.513211250305176,7.266168594360352,6.788590431213379,7.888933181762695,7.338761806488037,7.468761806488037,True,False,90,8131,266.28840581199984,4197.73828125,meta_3/agent_2/attempt_3/results.json
meta_3,agent_2,attempt_3,Weidmann,exp(a*St_oneD1(St_oneP0(rho)) + b*St_oneD1(SquareD1(St_oneP0(rho)))),"[-0.00013055207945957947, 0.0]",13,8.327095985412598,6.138668060302734,7.232882022857666,5.796083450317383,7.1661787033081055,6.481131076812744,6.611131076812744,True,False,90,8132,14.646810979000293,4197.73828125,meta_3/agent_2/attempt_3/results.json
meta_3,agent_2,attempt_3,Triangular,exp(a*St_oneD1(St_oneP0(rho)) + b*St_oneD1(SquareD1(St_oneP0(rho)))),"[-0.19095051401324256, 0.0]",13,7.766304016113281,10.349213600158691,9.057758331298828,6.500089645385742,8.954265594482422,7.727177619934082,7.857177619934082,True,False,90,8133,15.326740072000575,4197.73828125,meta_3/agent_2/attempt_3/results.json
meta_3,agent_2,attempt_3,Del Castillo,exp(a*St_oneD1(St_oneP0(rho)) + b*St_oneD1(SquareD1(St_oneP0(rho)))),"[-0.0807311316153509, -5.426086687316016]",13,7.191931247711182,6.790541648864746,6.991236686706543,6.092255115509033,8.369377136230469,7.230815887451172,7.360815887451172,True,False,90,8134,19.012356733999695,4197.73828125,meta_3/agent_2/attempt_3/results.json
meta_3,agent_3,attempt_1,Greenshields,"(exp(0.0231229711605-0.0883173972597*rho-0.15008122102*rho^2))*exp(a*conv_3(rho,ones))",[1.5075252464280786],19,7.416123867034912,6.639183521270752,7.027653694152832,8.802770614624023,7.34430456161499,8.073537826538086,8.263537826538085,True,True,81,9110,28.34718823900039,1014.2421875,meta_3/agent_3/attempt_1/results.json
meta_3,agent_3,attempt_1,IDM,"(1)*exp(a*conv_3(rho,ones))",[-8.671805870313813],8,7.124813079833984,7.355252265930176,7.24003267288208,6.774086952209473,8.576705932617188,7.67539644241333,7.75539644241333,True,False,90,9111,207.55239380000057,3171.875,meta_3/agent_3/attempt_1/results.json
meta_3,agent_3,attempt_1,Weidmann,"(exp(0.136544052144*rho*(1-rho/0.80612097)))*exp(a*conv_3(rho,ones))",[-3.52708672429265],17,8.387807846069336,6.213935375213623,7.300871849060059,5.979669570922852,9.259739875793457,7.619704723358154,7.789704723358154,True,False,90,9112,23.141374007000195,3409.453125,meta_3/agent_3/attempt_1/results.json
meta_3,agent_3,attempt_1,Triangular,"(1)*exp(a*conv_3(rho,ones))",[-5.020002344191872],8,7.738992214202881,10.343769073486328,9.041380882263184,6.4359941482543945,8.949198722839355,7.692596435546875,7.772596435546875,True,False,90,9113,27.10985780700048,3658.828125,meta_3/agent_3/attempt_1/results.json
meta_3,agent_3,attempt_1,Del Castillo,"(exp(0.0054952026563))*exp(a*conv_3(rho,ones))",[-2.652630259854221],9,7.192472457885742,6.71705961227417,6.954766273498535,6.025274276733398,7.930384635925293,6.977829456329346,7.067829456329346,True,False,85,9114,29.352263478999703,3939.703125,meta_3/agent_3/attempt_1/results.json
meta_3,agent_3,attempt_2,Greenshields,"(exp(0.0231229711605-0.0883173972597*rho-0.15008122102*rho^2))*exp(a*(conv_3(rho,ones)-3*conv_1(rho,ones)))",[-293.4581091232274],25,7.518588066101074,5.150357723236084,6.33447265625,8.259530067443848,5.147935390472412,6.703732490539551,6.953732490539551,True,False,90,9120,37.03069101500023,4273.453125,meta_3/agent_3/attempt_2/results.json
meta_3,agent_3,attempt_2,IDM,"(1)*exp(a*(conv_3(rho,ones)-3*conv_1(rho,ones)))",[-46.991435975062515],14,6.994204521179199,9.536189079284668,8.265196800231934,5.524559497833252,5.029476642608643,5.277018070220947,5.417018070220947,True,False,90,9121,235.69610967900007,3332.9609375,meta_3/agent_3/attempt_2/results.json
meta_3,agent_3,attempt_2,Weidmann,"(exp(0.136544052144*rho*(1-rho/0.80612097)))*exp(a*(conv_3(rho,ones)-3*conv_1(rho,ones)))",[299.99930500858864],23,34.172210693359375,6453532.0,3226783.0,40.18006896972656,6233093.5,3116566.75,3116566.98,False,True,58,9122,6.3633264119998785,4320.328125,meta_3/agent_3/attempt_2/results.json
meta_3,agent_3,attempt_2,Triangular,"(1)*exp(a*(conv_3(rho,ones)-3*conv_1(rho,ones)))",[50.95367164883438],14,7.336185455322266,9.429837226867676,8.383010864257812,8.443943977355957,6.879674911499023,7.66180944442749,7.80180944442749,True,False,90,9123,40.518876491999436,4320.328125,meta_3/agent_3/attempt_2/results.json
meta_3,agent_3,attempt_2,Del Castillo,"(exp(0.0054952026563))*exp(a*(conv_3(rho,ones)-3*conv_1(rho,ones)))",[-259.3539644450301],15,7.317589282989502,5.478734016418457,6.398161888122559,7.040762424468994,4.451152801513672,5.745957374572754,5.895957374572754,True,False,90,9124,43.39516504099993,4322.25390625,meta_3/agent_3/attempt_2/results.json
meta_3,agent_3,attempt_3,Greenshields,"(exp(0.0231229711605-0.0883173972597*rho-0.15008122102*rho^2))*exp(a*conv_3(rho,ones)+b*(conv_3(rho,ones)-3*conv_1(rho,ones)))","[1.514433159856137, -294.099211932103]",31,7.569241046905518,5.017953872680664,6.293597221374512,9.023209571838379,4.936089038848877,6.979649543762207,7.289649543762207,True,False,90,9130,39.48057335300018,4433.828125,meta_3/agent_3/attempt_3/results.json
